0.28474,0.31452,-0.1911,0.17301,0.25651,-0.4435
0.28284,0.31623,-0.18856,0.16865,0.25142,-0.42726
0.28097,0.31789,-0.18607,0.16446,0.24645,-0.41182
0.27912,0.31952,-0.18363,0.16042,0.24162,-0.39715
0.2773,0.3211,-0.18124,0.15651,0.23691,-0.38318
0.2755,0.32265,-0.17889,0.15275,0.23233,-0.36988
0.27372,0.32416,-0.17659,0.14912,0.22786,-0.3572
0.27196,0.32563,-0.17434,0.1456,0.22351,-0.34511
0.27023,0.32707,-0.17212,0.14221,0.21926,-0.33357
0.26852,0.32848,-0.16995,0.13893,0.21513,-0.32255
0.26683,0.32985,-0.16782,0.13576,0.21109,-0.31202
0.26517,0.33119,-0.16573,0.13269,0.20716,-0.30195
0.26352,0.3325,-0.16368,0.12972,0.20332,-0.29232
0.26189,0.33379,-0.16166,0.12684,0.19958,-0.28309
0.26028,0.33504,-0.15968,0.12405,0.19593,-0.27425
0.2587,0.33627,-0.15774,0.12135,0.19237,-0.26579
0.25713,0.33747,-0.15584,0.11874,0.18889,-0.25766
0.25558,0.33864,-0.15396,0.1162,0.1855,-0.24987
0.25405,0.33979,-0.15213,0.11374,0.18219,-0.24239
0.25254,0.34092,-0.15032,0.11135,0.17895,-0.23521
0.25104,0.34202,-0.14855,0.10903,0.17579,-0.22831
0.24957,0.3431,-0.1468,0.10678,0.17271,-0.22168
0.24811,0.34415,-0.14509,0.1046,0.1697,-0.2153
0.24667,0.34519,-0.14341,0.10248,0.16676,-0.20916
0.24524,0.3462,-0.14176,0.10042,0.16388,-0.20326
0.24383,0.3472,-0.14013,0.098412,0.16107,-0.19757
0.24244,0.34817,-0.13854,0.096464,0.15833,-0.19209
0.24106,0.34913,-0.13697,0.094569,0.15564,-0.18681
0.2397,0.35006,-0.13542,0.092727,0.15302,-0.18173
0.23835,0.35098,-0.1339,0.090934,0.15045,-0.17682
0.23702,0.35188,-0.13241,0.08919,0.14795,-0.17209
0.2357,0.35277,-0.13095,0.087492,0.1455,-0.16752
0.2344,0.35363,-0.1295,0.085839,0.1431,-0.16311
0.23311,0.35448,-0.12808,0.084229,0.14075,-0.15885
0.23184,0.35532,-0.12669,0.082661,0.13846,-0.15474
0.23058,0.35614,-0.12531,0.081134,0.13621,-0.15077
0.22933,0.35694,-0.12396,0.079645,0.13401,-0.14693
0.2281,0.35773,-0.12263,0.078195,0.13186,-0.14321
0.22688,0.35851,-0.12133,0.076781,0.12976,-0.13962
0.22567,0.35927,-0.12004,0.075402,0.1277,-0.13615
0.22448,0.36001,-0.11877,0.074057,0.12568,-0.13279
0.2233,0.36075,-0.11752,0.072746,0.12371,-0.12953
0.22213,0.36147,-0.1163,0.071466,0.12178,-0.12638
0.22097,0.36218,-0.11509,0.070218,0.11988,-0.12333
0.21983,0.36287,-0.1139,0.069,0.11803,-0.12037
0.21869,0.36356,-0.11273,0.06781,0.11621,-0.11751
0.21757,0.36423,-0.11158,0.066649,0.11444,-0.11473
0.21646,0.36489,-0.11044,0.065515,0.11269,-0.11204
0.21536,0.36554,-0.10932,0.064408,0.11099,-0.10943
0.21427,0.36618,-0.10822,0.063326,0.10931,-0.1069
0.2132,0.36681,-0.10713,0.06227,0.10767,-0.10444
0.21213,0.36742,-0.10607,0.061237,0.10607,-0.10206
0.21108,0.36803,-0.10501,0.060228,0.10449,-0.099749
0.21003,0.36863,-0.10398,0.059242,0.10295,-0.097504
0.209,0.36922,-0.10295,0.058278,0.10143,-0.095324
0.20797,0.36979,-0.10195,0.057335,0.099948,-0.093206
0.20696,0.37036,-0.10096,0.056414,0.098493,-0.091149
0.20595,0.37092,-0.099977,0.055512,0.097065,-0.089151
0.20496,0.37147,-0.099014,0.05463,0.095665,-0.087209
0.20397,0.37201,-0.098064,0.053768,0.094292,-0.085321
0.203,0.37255,-0.097128,0.052924,0.092945,-0.083486
0.20203,0.37307,-0.096205,0.052098,0.091624,-0.081701
